stock,volume
IPCC,2540
USEI,2499777
USEG,10390
KSS,1060939
KSU,44643
KST,213
IPCI,30792
IPCM,862
VEGI,507
KTF,23329
USFC,320
RIOCF,191
KTH,34
CNTF,33606
NHC.PR.A,6293
KTN,433
IPFF,814
KTP,1600
WYNN,77713
LZRFY,1100
SMSMY,127052
PCYC,17919
SMCG,274
ECYT,12436
CNSL,6079
CNSI,958
SMAK,1500
NNRX,2500
RWEOY,100
JSHG,2220
USGT,7000
CNTY,7496
CNTO,77034
WHLM,2500
BKSC,600
NNVC,12048
IPHI,1220
CCEGF,200
VELA,129100
MKSI,957
IPHS,4106
CSCTF,201
XCO.RT,169904
KWK,187910
ARI.PR.A,199
PCYG,822
JBHT,20238
SMCI,3843
KWR,548
KWT,899
PCYO,618
MER.PR.F,400
MER.PR.E,6
MER.PR.D,1506
MER.PR.K,417
IPGP,26392
MER.PR.M,500
SMDI,20000
JBII,755
MER.PR.P,170
SMDD,3000
KXI,4357
AHPI,200
MKTX,3994
MKTY,375
VIVHY,2554
VEND,21058
HMGN,18500
USLV,62970
FXCB,49
USMD,249
KYE,12068
ULTXF,5999
FXCM,5253
USMI,3600
KYO,2151
KYN,26416
TPHM,50000
LYRI,166
DSNKY,1412
CNYD,200
WYNMY,150
NSRGY,53188
SMEV,8
SNEJF,9
MKTG,147726
WYNMF,11750
USLM,9
HMCBF,65
SMFG,42103
MKTO,10578
NSRGF,380
RJET,36389
HMIN,13450
NXPSQ,3
SMID,2075
SLPHQ,800
KCDMY,501
FXEN,9015
TPLM,127392
USMV,12711
HMHC,6650
JBLU,290315
USMO,2012
IDCBF,1000
ATBEF,35000
LYTS,2455
USNA,1146
MFA.PR.B,2
IDCBY,1931
LZAGY,118
KBALB,8265
UBOH,600
KERX,82821
BKYI,11200
BKYF,1030
DRAD,17232
EXL.PR.B,500
QGEN,213553
DRAM,2400
UBNK,937
EDAP,6401
USPH,1416
UBNT,20768
ORBC,11442
PDCO,34466
ORBK,5648
SMMF,600
UBQU,11150
EUFN,46204
DRCO,11564
FXIT,50000
VVTV,34569
GGP.PR.A,1442
LAD,3084
LAG,3398
PDCE,27023
ORAN,47033
VVUS,131904
SMLP,185
LAQ,571
LAS,384
CMRZF,100
UBSI,36789
LAZ,5191
UBSH,4551
PUGE,5119
TPRE,17394
NOAH,30467
LBF,958
NSRPF,2000
LBJ,16975
NSANY,11789
LBY,213
COBR,400
SMMU,228
UBRG,278000
NSANF,1319
ORCL,2100038
TTRAF,1000
ORCT,21400
LCI,7062
OABC,453
LCM,5775
NPIFF,2000
JBSS,1054
IPRC,20000
USTR,3023
ZAAP,2000
DAEG,564
TKGBY,7696
COCO,21519
LDF,1440
LDK,57510
SGRCF,35000
LDL,289
SBBSF,16270
LDP,17870
FGLD,45040
NTDOY,699
ORGC,11690
LDR,1068
COBZ,2789
KEYW,11136
EDIG,500
CIG.C,2619
PDFS,3354
HMPR,819
OREO,400
LEA,35307
LEE,21177
CODI,4746
EDGW,1950
NOBL,7642
LEG,18901
LEI,6400
CODE,20338
OREX,78081
LEN,182367
LEO,22374
PDGO,30000
CAOVY,26
HMST,871
LFC,12007
HMSY,32392
DRII,2354
LFL,41389
DRIO,23400
SMSI,3300
DRIV,5243
PULB,2130
MLAB,605
PCG.PR.B,1
DRHC,10000
LGF,14572
EDIV,21122
LGI,1749
ORGN,700
LGL,900
PDII,20
LGP,1339
SMRT,7035
PCG.PR.A,500
NOEC,300
BLDR,36777
BLDP,335785
LHO,19350
PDLI,119521
EDMC,11622
GPE.PR.A,204
SNFCA,701
IPWR,1312
ORIG,6006
COHU,2064
HMTV,90
MLCG,500
PULS,100
COHR,2555
ORIT,536
SGAMY,1015
LII,6710
ZAGG,6032
SMTC,41442
LIN,8592
LIT,2516
SSDOY,204
SMTX,400
IPXL,10573
DAIO,1200
AIRYY,340
BLFS,2155
BLFR,2000
ORLY,24990
ECIFY,525
TOSYY,30
OAKS,3815
BLGX,100
MLER,800
NOHO,1847999
LKQ,59483
DAKT,3527
WIBC,16226
DAKP,100
TY.PR,95
MLHR,6646
LLL,237970
DROP,173000
LYG.PR.A,1795
PURA,1
LLY,157952
COKE,1693
SSUMY,600
PURE,605
EUSA,376
LIFE,70354
ORMP,289051
HCN.PR.J,1002
HCN.PR.I,1
DANG,106093
TYY.PR.C,301
BLIN,5560
HTHIY,40
LMT,109165
COLM,4471
COLE,138851
GDPEF,1500
COLB,5124
MLHC,600
LNC,65156
LNG,102886
FLMTF,85000
ZROZ,28
LNN,5221
CMAKY,103
MS.PR.A,1917
COMM,8000
LNT,14169
RAFLF,6100
BLUSF,333
JFTTL,20
YOKU,79406
KWEB,2250
MS.PR.F,10730
LOR,1018
LOV,2419
CONN,28613
LOW,468671
ATRNQ,50092
CONE,16190
WIFI,5556
BLKB,2004
DDAIF,2674
GZPFY,373
HBCYF,1398
LPI,18034
LPL,13135
EDUC,2
LPS,19549
LPX,50885
COOL,9778
LQD,77118
PWAZQ,500
WIIM,2200
BLLB,500000
YONG,27804
AHONY,1775
CBS.A,358
UCBA,1200
COPX,16245
BLMT,415
DDAIY,402
OGZPY,7261
UCBI,17009
DARA,18219
DRRX,6923
BLMN,13051
KFFB,867
LRE,694
CORE,1687
JMHLY,1465
IQDF,2600
LRN,9717
MLNX,44009
LRY,59878
BKRKY,1543
XLNX,304238
LSC,12926
AIMC,1817
LSG,19800
UTEK,12404
LSI,1465075
BLOX,58997
ORSX,58
DATE,2482
CORT,16931
DRTX,4703
CORR,1590
CORP,640
DATA,90770
CORN,4502
MLNK,4387
EDVP,11
LTC,2767
SOIGF,550
DRWI,13500
COGLF,5000
CZXMF,200
COTE,7770
MLPX,260
LTM,13057
LTS,11359
MLPY,525
UTHR,14198
EGDFF,7300
LINC,1742
COST,112035
LINE,132317
YOSN,700
LUB,155
COSM,520
PWAVQ,46
ZRVT,200
WILC,4001
EDWY,5
NORW,2022
WILD,900
MLOV,1
SNAK,1224
LUK,65249
AZPN,11292
EDXC,258947
UCFC,3417
LUV,200746
AINV,51681
LUX,471
COTY,7725
YORW,202
MLPG,108
DAVE,300
MLPA,2300
MLPN,4781
BTLCY,100
SNBC,1384
MLPI,4365
WILN,4500
MLPL,3652
LVL,2402
SNDK,215099
LIOX,16005
LVS,289673
DRYS,4753200
NOVB,600
XTMCF,1800
BLRX,4930
XLRN,9316
LWC,337
ORYN,3000
PKREY,394
COWI,670000
SHGDF,4999
BLTA,171294
HNDI,3000
UTIW,14550
LEGPF,8565
SNCR,123686
WINA,424
FCUUF,500
COVS,7113
CBB.PR.B,605
COVR,1300
LXK,21451
LION,1587
AIRI,1700
LIQT,3252
HCIIP,300
BLUF,2
BLUE,2096
LXP,79275
GM.WS.A,7546
LXU,4497
GM.WS.B,7530
INCAF,10000
UTMD,17
LYB,107684
PL.PR.C,5253
PL.PR.E,1900
LYG,184948
COWN,2503
EADSY,9554
ARNGF,200
LYV,55968
DDR.PR.K,67
SNET,10000
AIRT,780
LZB,5963
BLUU,2500
VWOB,2236
AIRM,8328
WISHY,1900
SNHN,4394
LITB,26398
SNHY,1866
FHCO,4042
TQLA,21
BDORY,5826
BRGYY,13194
TCBIP,1114
ZAZA,22801
TCBIL,70
PRIS.B,3800
WIRE,1976
CRARY,10028
EVAC,447
GAINP,2
HWTFF,1800
EVAL,102
AGO.PR.F,10
AGO.PR.E,839
ERFBD,890
IQNT,19561
LIVE,9792
PVCT,164243
ADDYY,963
UCPA,750
AGNCP,2236
SJMHF,2000
EVBS,60
WITE,1760
AKZOY,115
KFRC,2687
EVCA,352000
TOELY,2600
JCOM,4689
ARNBF,100
OSBC,7060
PVEC,10083433
FCE.A,11442
MH.PR.A,151
AIXG,13718
KGTFY,914
UTSI,466
DSCI,1290
EVFN,4
DSCO,3034
OBAF,200
LIWA,2600
TQNT,136890
PEBO,6325
MAA,16337
MAC,21331
MAB,184
MAG,25
SNLN,474
AVIFY,116
MAN,35247
EVEP,2390
EVER,10265
MAS,175140
MAR,113060
MAT,99517
MAV,2162
CPAH,2000
MBB,13463
EVHC,6395
CELGZ,993
EEFT,24290
MKTAY,100
CZICF,4800
CPAC,500
DBBR,703
WIZD,150
MBI,27315
RDS.B,55794
RDS.A,177266
OBCI,2820
MBT,67446
SNMX,20211
OBAS,605
TSRER,4000
MCA,2765
MCC,15313
MCD,182738
MCF,8383
MCI,658
MCK,55134
MCO,101518
EVGN,701
MCN,2100
TQQQ,131805
MCP,2538720
MCS,151
MCR,6221
DBEF,3916
UURAF,20800
MCY,5091
MCZ,43316
GKNT,2300
MDD,160
MDC,64757
MDM,320
MDP,3570
FHLC,21437
HNRG,1696
MDR,245791
MDT,123900
MDU,20520
HLTOY,8405
MDW,5509
MDY,265631
NPBC,39415
RTPRQ,1000
MEA,56315
UCTT,24833
SCHYY,173
PEGA,2069
FYLD,12171
MED,3947
MEG,30128
MEI,18670
DBEU,400
PEGI,11660
SCHYF,300
MEN,11662
SNPS,32498
MEP,746
MES,2
MET,212306
HNSN,4610
PEIX,8837
MFA,66989
MFD,1201
MFC,82351
AZURF,5275
MFG,45063
MFI,1436
MFL,8387
MFM,15461
CGRIF,26
MFT,190
GRX.PR.A,566
MFV,2791
SNSS,2678
DSGX,336
MMAB,1335
MGA,18568
MGC,16185
MGF,5285
MGI,2880
MGH,1000
CPFI,2200
MGK,39395
PEII,1473316
MGM,309275
MGN,2100
DNPUF,500
DBGR,1520
MGR,622
SNRV,15000
MGU,4453
OSHC,1100
MGT,15603
MGV,3556
CRRFY,5270
AWLCF,3690
MHD,19449
MHF,3571
EELV,1135
MHE,2
MHH,1507
AIBYY,9495
MHI,401
CPGI,20077
MHK,37663
MHN,4807
EEMA,2950
MHO,15304
MHR,114587
EEME,137
AEXPD,131
DSKX,3000
MHY,44348
EEML,90
MIC,17318
OSIR,4123
MIE,15319
MIG,985
OSIS,10622
AALCP,4312
SNTA,49066
MIL,4925
CPHI,230
MIN,73775
TGONF,121900
CPHD,8699
SNTI,12918
MIW,7002
MIY,16568
HREEF,1300
OSLH,300
MJI,5520
PENN,47193
MJN,433824
PENX,809
DBJP,13373
MKC,23702
EEMS,8873
DBLE,5530
EEMV,18136
OBJE,22861
EVOK,2046
EVOL,7190
MKL,2189
DSLV,29693
DBMM,1140000
SNYL,554117
MLG,8
MLI,1248
EVRM,1100000
MLN,1286
MLM,3045
MLP,6184
MLR,631
CBSTZ,350
KSFTF,215
MLU,3620
EVRY,438
MMC,73060
MMD,17500
BMIX,13300
MMI,216
MMM,433843
CPLP,10039
MMP,12631
RKUS,31403
MMS,6512
PEOP,50
MMU,20265
MMT,24926
DSNY,42546
PHIIK,407
CPLA,1420
KLBAY,316
EVTC,5388
MNA,2
MNE,205
FLNXF,1000
PERI,78714
MNI,6002
MNK,8074
PERF,857
ALLAY,100
MNP,9115
MNR,16306
PVTB,10880
ROAOF,98
PVTD,171
PERM,48
PERY,2623
EREPF,27100
MOC,2121
MOD,7813
DSPG,35321
MOH,109384
EVSI,3230
MOO,15444
MON,482082
MOS,129899
DNPLY,337
REN.WS,1497
GEF.B,584
EVSV,3596228
MOV,539
PMGYF,2000
MPA,5539
MMLP,1170
MPC,185350
MPE,1200
FHWY,514
CPOW,90
CSUAY,2209
PETM,50156
BAESY,4124
MPO,11478
TRAK,5825
OBQI,36900
PETS,7512
LYSCF,3900
MPV,388
MPX,25
MPW,45072
XMLV,2
STKAF,400
IRBS,10000
IRBT,31506
PETX,804
LYSDY,4300
DBRM,50000
KGET,1657000
HRELF,120
NMB.PR.C,500
FANUY,3293
PESI,3600
MQT,16917
MQY,3331
CPPD,500
MRC,7132
MRH,5582
MRK,450395
DSUM,9143
MRO,168891
COR.PR.A,201
IRDM,63630
HRELY,3
TEZNY,457
KMI.WS,210589
MSA,1224
AIBSF,600
IACI,22068
MSB,7164
MSD,4079
MSG,17408
KNYJY,2016
MSF,5615
MSI,25338
MSK,103
DSTI,406
MSJ,1470
MSM,48855
MSL,311
MSO,9118
MSN,598
MSP,281
BNKXF,5974
CPRX,17955
MMMW,2000
CPRT,35629
ADDDF,118
MSZ,894
MTB,36537
MTD,2367
OSTK,25729
ZBRA,7037
VGGL,450
MTH,17325
MTG,136884
MTL,46174
DSWL,8314
MTK,1262
CPTA,1007
MTN,999
TADF,25000
TNTEY,371
CLPHY,15001
MTT,1066
TRER,1000
MTS,236
MTU,68282
RSNAY,2000
MTX,836
XMPT,406
CPST,117016
MTW,36227
CPSS,24453
MTZ,35160
TREX,1966
NPTN,4111
MUA,982
MUC,6956
MUB,20721
FUJHF,25
CPSI,2455
MUE,3207
MUI,13992
MUH,4165
MUJ,4376
BMRC,772
OSUR,15244
MUS,4010
MUR,32622
JUHL,2927
FUJHY,1880
MUX,164929
VGIT,3502
TRDX,14997
KGJI,1214
TREE,1244
TACT,680
IRET,13887
MVC,520
NPSP,63447
MVF,35192
MVG,8200
TRGP,15320
MVO,8886
FUJIY,116
MVT,5170
MVV,17528
TRGT,5773
VGLS,19831
VGLT,3522
MMSI,2754
LJPC,340805
AHL.PR.B,351
AHL.PR.A,778
MTNOY,8925
MWA,52371
GLBS,800
BMRN,27352
IAGI,500
BK.PR.C,1457
MWE,15549
BMRK,1800
GLBZ,144
MWG,6495
SOCL,9677
VNGRF,16
MWO,1220
BMTC,2483
GLAD,16580
MWR,1610
AHL.PR.C,148
MWW,229065
MWV,13531
MMRF,2169
MXA,2
MXC,1282
BMSN,110000
MXF,4582
MXE,410
SODA,29713
MXI,3845
MXL,5109
NPWZ,44400
TRIP,81066
SOFN,13000
MXN,1
SOFO,600
GLDD,2571
GLDC,120
HENKY,177
GLDI,306
MTLQU,951
HRTPY,47926
PWCDF,302
TAHO,5532
MYC,2645
CPWR,83763
MYE,528
GLDX,925
MYD,10160
MYF,7064
MYI,6779
KPLUF,160
MYJ,8724
MYM,7323
CEMTY,1
MYL,265216
SOEN,2500
MYN,6840
TAGG,4938961
TRIB,2707
CPXX,2000
HOFT,1043
WOSYY,440
MZA,13
MZF,6106
TRII,50
IRIX,5571
SOHO,19715
MZZ,5711
SOHU,7965
FICO,21699
EWBC,11797
TRLA,34844
SOIL,7776
FIBG,1400
FIBK,1978
JUNR,600
GLER,137528
RLGT,3682
UUPT,100
TRMR,58928
RLGY,1368835
TALK,2500
HENOY,650
AIDIF,3299
UDOW,43981
PFBC,3871
TRND,550
FIEU,200
PFBI,700
TRNO,409
MMYT,4575
DUETF,1000
PSGTY,100
UTX.PR.A,9
JPM.WS,3285
UDNT,1304
TRMB,38299
FIDU,33756
EFAV,8620
TRMK,5799
IALS,68
TROX,6861
TROW,69027
PWEB,1000
TROV,874
SOLS,700
VXUS,48464
TANN,601
HOMS,40
RTOKY,900
FIGY,882
CCGGY,11
MKRYF,900
IROG,200
TRNS,662
HOLI,29131
TAMO,5500
IROQ,603
VGSH,4412
TRNX,1391
NAD,9800
NAC,5587
HOLX,68168
CHEUY,127
NAK,26233
EWEM,102
NAN,8204
KELYA,13074
HOMB,27276
HOME,119
QIHU,87632
NAT,155745
NAV,10949
NAZ,3980
SONS,20786
KBCSY,82
EVSNF,5500
NBB,4018
NBD,271
NBG,191252
KMTUY,1338
NBH,18569
NBL,114426
NBO,1233
NBN,4220
EWHS,302
NBS,21998
NBR,157749
NBW,762
NBY,100
SONA,200
NCB,319
NCA,2608
RF.PR.A,966
NCI,4207
SONC,9906
TUWLF,35
JDST,9882
NCP,2633
NCO,2505
GLLA,1500
NCR,36288
NCQ,13589
NCT,39108
JDSU,166128
BURBY,1580
NCS,9505
NCV,53201
NCU,513
TRSY,284
NCZ,40453
SOPW,111425
TRTC,368030
TARO,895
PTKFY,297
NDP,2427
MRWSY,1546
GLOG,4606
SMDZF,3000
NDZ,3230
TRRU,10960
UUUU,600
OTEL,1422
SENEA,1309
NEA,5163
MONIF,360803
NED,9500
NEE,101916
WFIFF,100
NEN,202
NEM,824930
IART,621
TRST,23757
NEO,2362
GLHRF,4000
OTEX,12543
NES,4898
NEV,14607
GLNG,156216
NEU,1851
PFIS,975
TRUX,400
TATT,3584
GLPW,2207
NFG,6577
NFJ,47563
IAUS,3950
IRWD,41805
NFO,2693
TAUG,6000
EFII,10852
NFX,91453
FILL,20
BNCN,4252
RLOC,450
TAST,2111
BNCM,2
BNCL,3057
NGD,272276
TASR,37860
NGE,200
NGG,19316
SORL,2210
NGL,21699
BNCC,1100
RLOG,2000
OCFC,257
NGS,1471
NGX,5
GLPI,18493
NGZ,700
MFCSF,500
GLRP,8000
AMP.PR.A,1661
AKAM,70370
MNDO,595
NHC,4493
WMMVF,5046
XNCR,2093
MNDL,2000
NHF,37765
NHI,15656
TRXC,1311
SOUP,1050
WMMVY,3106
SOUL,180414
NHS,14657
OCIR,100
HOKUQ,2896
PFLT,2831
OCIP,2000
FINL,26485
HOTR,10000
NIB,3699
NID,5960
FINU,326
NIE,15770
ZTHO,357
FINZ,700
DCIX,13513
NIM,1060
NIO,10753
OTIV,30114
NIQ,2001
GLRE,6842
BNDX,27278
GLTR,3452
BNFT,2004
SNYFY,1590
TAYC,175
CMCXF,200
NJR,13282
NJV,540
MNGA,1704
GLSO,9920
NKA,779
HOVU,200
NKE,206281
ORKLY,500
NKG,217
DTLK,83
CPMCF,6126
PFMT,2419
TAXI,8728
PWOD,672
NKX,4449
SGTPY,394
NKY,22419
CIHKY,2057
FISV,48269
EWRI,104
LKEN,2500
GTPPP,309
EWRL,10400
EWRM,70
FITB,307140
EWRS,661
NLS,4064
NLR,2500
DCLT,200
NLY,613752
PWRD,9126
PFPT,15889
NMB,2
NMA,7235
COF.PR.P,7790
GLUU,122691
DCNG,136
GLUX,2000
NMI,611
NML,9375
NMM,22163
NMO,15072
SOXS,10047
NMR,17056
VELTF,47824
NMT,40
SOXL,16317
FISI,814
SOXX,25032
NMZ,19612
NMY,1870
TTCNF,544
OCLR,38313
OCLS,10696
NNA,25120
DCOM,2309
NNC,484
SCHW.PR.B,3132
NNI,2058
NNJ,2023
NNN,48092
GLYE,2000
EFSC,1122
NNP,1625
FIVE,10614
HRUFF,200
NNY,371
MNKD,240192
VYEY,125
NOA,1645
UBIQD,280
NOC,39315
LKFN,4454
QNTQY,9
FITX,14781867
NOG,59912
PWRM,1771928
TUWOY,52
EWSI,294500
NOK,1016266
DISCA,41796
HBEXF,8000
NOM,2000
NOR,8919
EWSS,206
NOV,97968
DISCK,30124
NOW,116949
WEFIF,6600
NPD,1735
NPF,3926
DTSI,1622
NPI,6122
NPK,474
ISBC,16175
NPM,14268
NPO,682
NPN,300
PFTI,4999
QIWI,50485
NPP,9477
PLCSF,29500
BHKLY,3
DTST,10000
ISBH,6000
NPT,12911
NPV,236
NPY,2396
NQC,17658
DTRC,20
DMNKF,462
IPHYF,2000
CMCSK,40706
NQJ,2774
NQI,1234
FIVZ,497
PFSI,432
DTRK,58
NQM,12854
NQP,1912
NQS,6663
CMCSA,939010
NQU,16943
RLYP,1735
WRI.PR.F,161
PFSW,2047
NRG,70403
NRF,476745
OTTR,1888
NRK,12055
BNNY,2705
UEEC,550
NRO,11815
BCS.PR.D,5927
TSCO,58553
BCS.PR.C,574
SGTZY,200
NRP,7273
BCS.PR.A,1588
TBBK,1265
BNNP,300
CQQQ,3597
NRT,3730
IBCA,1026
NRZ,25546
IBCE,24
IBCB,96
VRSEF,6000
IBCC,200
HL.PR.B,101
NSC,45037
EFUT,4600
NSH,1171
NSL,10896
EONGY,16556
NSM,6565
KHGT,20000
ISCA,2704
NSP,2879
NSR,26589
DCTH,73362
NSS,224
NSU,24525
ISCI,3000
ISCO,68659
DLR.PR.E,1260
DLR.PR.F,158
DLR.PR.G,580
NTC,168
OCRX,7502
NTE,30099
TSEM,7386
NTG,9675
PFXF,1304
NTI,12286
HPP.PR.B,460
NTK,700
NTN,240
EWZS,3821
NTS,173
NTT,7929
XNPT,21405
NTX,2782
DCUB,500
DCUA,8005
NTZ,544
SPCB,34861
NUC,5226
NUE,48498
ACSEF,1000
NUJ,1119
FIZZ,306
IBCP,2078
NUM,9177
SPAR,3692
NUO,1011
SPAN,216
NUS,30720
NUV,13152
TITXF,10
NUW,2128
IBDA,202
SPBC,600
IBDC,427
NVC,1086
TNSGF,210
OCTX,394
NVG,1836
AKPB,4975
NVO,18105
NVS,66597
DTYS,471
ISHG,12638
NVR,6653
UEIC,3926
NVY,90
NVX,12983
RMAX,1848
LHPTD,4000
NWE,2027
CFC.PR.B,4104
NWL,54705
NWN,2619
CFC.PR.A,981
NWS,22831
SPCO,3000
NWY,10500
GMAN,373
BNSO,1600
NXC,884
SPDC,15578
MNRO,1793
MNRK,5648
OCPNY,6
NXK,892
NXJ,2302
MNTX,8571
RUSHA,11381
JW.A,9558
NXM,93
NXN,562
NXQ,8597
NXP,7506
NXR,5205
CELTF,10000
RMCP,10900
NXZ,3742
HPGS,24500
SPGH,5510
NYC,460
WFC.WS,21507
NYF,297
IBII,500
NYH,110
IBIO,1063
MNST,71717
NYT,109161
RMBS,30526
MNTA,10340
ISIG,182
NYV,2
AKRX,20951
ISIL,401006
MNTG,157
GMCR,105593
ISIS,32424
SPEX,70936
RMCF,2042
NZF,16790
SPFF,5919
NZH,11499
ELUXY,102
SPHQ,4308
ISLE,399
BAYRY,4439
EXAR,4359
EXAS,71113
SPHS,60
AKSY,201
MLYBY,235
GMFS,350
TSLA,627613
IBKC,1554
TSLF,100
NOKBF,700
GMED,22059
PUK.PR.A,141
NRCIA,42
NRCIB,234
SPHB,3974
TBIO,1450
GMET,1400
EXAC,2422
EXAD,3088
EXAM,2762
SPHD,8687
KYTH,3015
CENTA,676
EGBN,1244
CABGY,47
IBKR,18182
SPIL,26909
IFNNF,20000
EGAN,903
EGAS,2390
IFNNY,47300
RMGI,5
TRQ.RT,373402
SPLV,23514
SPLS,4405877
EGDD,20000
SPLP,401
TBNK,1751
SBGSY,385
IBOC,1883
UVSP,3504
ASBFY,17
EXFO,7680
JERT,10001
TAOIF,324
ISON,14310
IBND,9952
UEPS,8751
OAK,2830
EXEL,78429
SPLK,289479
DUBL,10000
MAYGF,12600
OAS,122009
HPOL,12747
SPNS,6607
ISRL,24
CRAI,1417
TSRA,17193
SFTBY,3985
GMLP,10903
TSRI,200
SFTBF,1128
ISSC,759
TSRO,141955
VWSYF,2246
DDDC,8600
BECVY,100
CRBO,6000
TSPT,500
NRTLQ,1881
PXFG,700
HZNSF,100
TBOW,5700
SPNC,13177
CRAY,29725
PGEM,7818
CCHJW,21
OCN,115172
ISRA,1026
ISRG,21265
OCR,42047
DDCC,1125
CRCL,100
DDDX,959
EGHT,20036
CAAS,9698
ODC,10
YNGFF,15648
ODP,928375
ANTUF,3550
CRDS,9688
CACC,786
CACB,1118
ISSI,2159
EMITF,17190
SPPI,8202
OEF,12217
CRDC,6664
NRBT,10500
OEH,19156
CABN,5200
SPPR,150
ISTB,1906
SPPP,42110
FMCKP,100
BOBS,120
UVXY,354464
SPSC,1664
MOBI,5800
OFC,28483
CREG,7520
BOBE,7400
CREE,98407
OFG,3719
CACQ,2614
EXLP,3382
PXLC,2
EXLS,467
CACI,5713
CACH,15905
OFS,1606
YRCW,60902
EGIL,1000
OGE,32371
CADY,4200
BOCH,1902
CADX,11260
PGHY,2000
MOAT,15129
SPRT,6137
SPRO,1900
ODFL,10035
IBTX,1196
CAFE,4100
ALAS,20950
PXMG,32
WEIGY,9900
MODN,11662
PGLA,7998
PGLC,58100
DUKH,2274
OHI,70797
AFLYY,20350
PXMV,4
SMGZY,500
LNCYF,3123
CRD.A,185
CRD.B,229
PGLO,7224
ANCPA,2000
HPTO,1486
CMA.WS,39769
PXLG,20
OIA,7597
MOCO,894
HPTX,1657
OII,320787
VLCCF,12943
OIH,127684
SPTN,7573
OIL,59922
PXLW,25665
PXLV,100
CENJF,13056
OIS,6442
EXMT,1680508
EGLE,93386
PXMC,2
BODY,8916
CAFI,14637
ALCS,800
CRIS,35559
EXPD,55221
MOFG,821
EXPE,67876
ALCO,615
NRIM,607
BOFI,12152
EXPO,1022
EXPR,65791
RMTI,89540
GMUI,100
SPWR,108412
ALDW,8763
OKE,35955
OKS,8984
NAGS,80
TSYS,8902
YARIY,2000
TSCDY,65297
ALEX,1405
ZUMZ,7637
EGPT,2458
VIAP,17500
VIAS,270
SPYG,4561
LLEX,500
OLN,78596
OLP,1513
RAS.PR.A,500
SPYV,1088
OMC,62349
PGNX,93223
BZQIY,500
OME,4128
CAKE,11534
OMG,2204
EGOV,21104
OMI,15685
OPHLY,7
BOIL,24204
OMN,3637
BIOYF,3000
DUNR,203
SPXL,116673
WLDN,2990
ALFA,4295
VIAB,120692
SPXU,352025
SPXS,110432
CALM,3123
CALL,4964
ONB,5233
MOJO,1200
VOLVF,3000
CALI,5592
ALGT,864
ONE,9095
CALD,27296
CRMT,2276
VICR,7933
ALGN,22268
PXSV,1652
VIDI,200
ONP,50
EXTR,73053
VOLVY,3420
CRME,600
CRMD,31285
CRMB,3500
ZB.PR.H,527
ZB.PR.F,240
JFBC,1
ZB.PR.G,165
ARR.PR.A,2778
ZB.PR.A,1541
ARR.PR.B,702
CAMH,20000
CRNT,22486
EXSL,1000
VICL,50736
CALX,1442
BOKF,1331
VCISY,2958
WLFC,654
PXSC,2
DDOO,100
CANN,1972
CROX,446988
PGTI,30953
CANF,7000
BOLT,415
OPK,315841
VIEW,800
CROP,2
NANO,12631
ALIM,12459
AMH.PR.A,250
VIFL,3383
DUST,415355
MPUCF,2000
CLASF,41500
NANX,4500
OPY,584
CAMT,50824
CROC,475
CAMP,86270
ICAD,1800
JFBI,280
PGSI,1000
NAMG,27980
AROSF,500
EGTK,700
CANV,160
ORB,7326
ORA,1627
OUTR,36246
ORC,3660
CAPP,100
GGN.PR.B,100
EXXI,90209
BONZ,1896500
MHR.PR.E,1500
XONE,39792
ORI,44575
ORN,516
BONU,1953138
ORM,2152
MONT,9549
BONT,163991
ALKS,23887
CAPC,1000
ICBT,200000
PGVI,1
ICBU,500
TCBI,11570
MHR.PR.C,582
MHR.PR.D,55
BOND,39984
BONA,1477
TCBK,630
XOMA,209122
UFCS,3780
OSK,8813
YANG,27256
ALLT,11107
CRRS,7006
BOOM,7489
GUT.PR.A,380
TCAP,8350
ALLE,24603
CRRC,2479
AFSI.PR.A,201
TTEK,13901
SONVY,100
CARO,500
TTEG,79
